gene,logFC,logCPM,F,PValue,FDR
MGST1,0.785710292235076,0.94498775328332,4.93568841860829,0.0353809199201253,0.624782517551088
PDCD1,1.01130681100569,-2.97188941205136,4.92638763836685,0.0355019554567284,0.624867879608606
ISLR2,0.595267776276711,1.52444328061994,4.8992980063794,0.0360065051360728,0.624867879608606
NKD1,-0.645503962299496,-2.1510770538342,4.90238996885429,0.036106060215181,0.624867879608606
ADGRG6,-0.623125481535876,0.210767531380587,4.89358316864025,0.0361093131750908,0.624867879608606
EFNB3,-0.721460186808692,-1.49478922357511,4.8920825069774,0.0361834679585892,0.624867879608606
SLC14A2,-0.642310230105418,-1.94640435817002,4.86084668775353,0.0367929288750871,0.624867879608606
CSF1R,-0.612297708402124,2.40922309725219,4.80389147745644,0.0377080787068917,0.624867879608606
RFX8,-0.916994270477104,-1.96371541464889,4.78637944254045,0.0381654960418804,0.624867879608606
AREG,1.61952599682611,-2.07881817036291,4.76779736772692,0.0384762276587438,0.625124239591462
GREB1,-0.723942877361048,3.18701254893576,4.74101449731555,0.0388784919837935,0.626776336072286
PENK,0.854480460208147,0.843465582940393,4.73579607633035,0.0389796943212034,0.626776336072286
POU3F1,0.659303001308792,-1.21743580346953,4.6896738055382,0.039897936509661,0.627217774915795
PPP1R27,0.61480112812459,7.7931083135432,4.67675587173843,0.040117055854768,0.628897918417021
SLC4A3,0.627440574411502,1.03977151153611,4.66440157904573,0.0403619719412926,0.630462589376595
LIPG,1.1052844478928,-1.45841027321317,4.63916805147688,0.0409354933603314,0.630472687069984
FOXO6,0.698954663779823,2.18781305506454,4.63474770416148,0.0409511775231752,0.630472687069984
LOXL4,-0.861319962591652,3.00652526685326,4.62556953782896,0.0411354164530495,0.630472687069984
PKP2,-0.580814226552663,3.14737137460229,4.57540701348979,0.0421611984624416,0.630472687069984
KCNC4,0.858668622988224,3.93904327748389,4.56098537647495,0.0424614043563256,0.630472687069984
TNNT2,1.1880668253319,3.10667552937814,4.49009217910519,0.043972659848211,0.630472687069984
DDN-AS1,0.827533633775347,4.49768108174118,4.4885010112356,0.0440070272270811,0.630472687069984
BUB1,-0.636997051266922,-2.16505341213926,4.4671619230229,0.0446446235519201,0.630472687069984
LMCD1-AS1,1.42630774257119,-1.45217664821309,4.45172741147203,0.0449140353846887,0.630472687069984
ANLN,-0.974231337946052,-1.66132908419124,4.44660788160863,0.0450167419770011,0.630472687069984
SHANK1,0.88740386654877,-1.19922007497617,4.43190954750292,0.0452955137891693,0.630472687069984
COL4A1,-0.635557885005829,6.65720509076204,4.41154420475786,0.0457173170663044,0.630472687069984
SGSM1,-0.706788618769826,0.409835049478394,4.38328279236917,0.0463678166388112,0.630472687069984
